target_ts,Timestamp,minutes_from_target,Close,VWAP,BuyQty,SellQty,OpenInterest,FundingRate,LiqBuyQty,LiqSellQty,IsSynthetic,delta_1m,vol_1m,price_minus_vwap
2026-04-05 00:45:00,2026-04-05 00:22:00,-23,,,0.418160,1.232590,,,,,,-0.814430,,
2026-04-05 00:45:00,2026-04-05 00:23:00,-22,,,1.450180,0.813850,,,,,,0.636330,,
2026-04-05 00:45:00,2026-04-05 00:24:00,-21,,,2.378510,0.509510,,,,,,1.869000,,
2026-04-05 00:45:00,2026-04-05 00:25:00,-20,,,28.437030,2.875080,,,,,,25.561950,,
2026-04-05 00:45:00,2026-04-05 00:26:00,-19,,,4.626140,3.942510,,,,,,0.683630,,
2026-04-05 00:45:00,2026-04-05 00:27:00,-18,,,1.307010,0.660630,,,,,,0.646380,,
2026-04-05 00:45:00,2026-04-05 00:28:00,-17,,,6.219170,0.768700,,,,,,5.450470,,
2026-04-05 00:45:00,2026-04-05 00:29:00,-16,,,0.336410,0.137550,,,,,,0.198860,,
2026-04-05 00:45:00,2026-04-05 00:30:00,-15,,,0.304770,2.321650,,,,,,-2.016880,,
2026-04-05 00:45:00,2026-04-05 00:31:00,-14,,,1.049720,0.280130,,,,,,0.769590,,
2026-04-05 00:45:00,2026-04-05 00:32:00,-13,,,0.282440,0.470640,,,,,,-0.188200,,
2026-04-05 00:45:00,2026-04-05 00:33:00,-12,,,2.069100,2.070660,,,,,,-0.001560,,
2026-04-05 00:45:00,2026-04-05 00:34:00,-11,,,1.009390,0.139440,,,,,,0.869950,,
2026-04-05 00:45:00,2026-04-05 00:35:00,-10,,,1.052960,1.529670,,,,,,-0.476710,,
2026-04-05 00:45:00,2026-04-05 00:36:00,-9,,,0.609720,0.570240,,,,,,0.039480,,
2026-04-05 00:45:00,2026-04-05 00:37:00,-8,,,0.442330,0.553540,,,,,,-0.111210,,
2026-04-05 00:45:00,2026-04-05 00:38:00,-7,,,0.200070,0.335560,,,,,,-0.135490,,
2026-04-05 00:45:00,2026-04-05 00:39:00,-6,,,0.221300,1.635200,,,,,,-1.413900,,
2026-04-05 00:45:00,2026-04-05 00:40:00,-5,,,0.196210,5.249700,,,,,,-5.053490,,
2026-04-05 00:45:00,2026-04-05 00:41:00,-4,,,4.100800,0.570830,,,,,,3.529970,,
2026-04-05 00:45:00,2026-04-05 00:42:00,-3,,,0.180190,0.646420,,,,,,-0.466230,,
2026-04-05 00:45:00,2026-04-05 00:43:00,-2,,,0.773210,0.384840,,,,,,0.388370,,
2026-04-05 00:45:00,2026-04-05 00:44:00,-1,,,0.217270,0.438750,,,,,,-0.221480,,
2026-04-05 00:45:00,2026-04-05 00:45:00,0,,,58.183350,1.322700,,,,,,56.860650,,
